date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:36:14	0/-1	---M--	302	error ('Found%20:%20Moved%20Temporarily')	text/html		http://www.ey.com/pt_mz	Copy/www.ey.com/pt_mz.0.delayed	(from )
11:36:14	114466/114466	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:36:14%20GMT	https://www.ey.com/pt_mz	Copy/www.ey.com/pt_mz.html	(from )
11:36:16	1281/1281	---M-Z	200	added ('OK')	text/plain	date:Thu,%2030%20Jun%202022%2014:23:16%20GMT	https://www.ey.com/robots.txt		(from )
11:36:16	83187/83187	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:36:16%20GMT	https://www.ey.com/pt_mz/search?q=	Copy/www.ey.com/pt_mz/search03d2.html	(from https://www.ey.com/pt_mz)
11:36:17	156438/156438	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:36:17%20GMT	https://www.ey.com/en_mz/transformation-realized/what-to-do-in-2022	Copy/www.ey.com/en_mz/transformation-realized/what-to-do-in-2022.html	(from https://www.ey.com/pt_mz)
11:36:18	157487/157487	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:36:18%20GMT	https://www.ey.com/en_mz/forensic-integrity-services/how-a-focus-on-governance-can-help-reimagine-corporate-integrity	Copy/www.ey.com/en_mz/forensic-integrity-services/how-a-focus-on-governance-can-help-reimagine-corporate-integrity.html	(from https://www.ey.com/pt_mz)
11:36:19	109526/109526	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:36:19%20GMT	https://www.ey.com/pt_mz/insights	Copy/www.ey.com/pt_mz/insights.html	(from https://www.ey.com/pt_mz)
11:36:20	73449/73449	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:36:20%20GMT	https://www.ey.com/pt_mz/technology	Copy/www.ey.com/pt_mz/technology.html	(from https://www.ey.com/pt_mz)
11:36:21	77156/77156	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:36:21%20GMT	https://www.ey.com/pt_mz/long-term-value	Copy/www.ey.com/pt_mz/long-term-value.html	(from https://www.ey.com/pt_mz)
11:36:22	86917/86917	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:36:22%20GMT	https://www.ey.com/pt_mz/sustainability	Copy/www.ey.com/pt_mz/sustainability.html	(from https://www.ey.com/pt_mz)
11:36:23	72052/72052	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:36:23%20GMT	https://www.ey.com/pt_mz/trust	Copy/www.ey.com/pt_mz/trust.html	(from https://www.ey.com/pt_mz)
11:36:24	74624/74624	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:36:24%20GMT	https://www.ey.com/pt_mz/purpose	Copy/www.ey.com/pt_mz/purpose.html	(from https://www.ey.com/pt_mz)
11:36:25	109987/109987	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:36:25%20GMT	https://www.ey.com/pt_mz/ceo	Copy/www.ey.com/pt_mz/ceo.html	(from https://www.ey.com/pt_mz)
11:36:26	75025/75025	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:36:26%20GMT	https://www.ey.com/pt_mz/cfo-agenda	Copy/www.ey.com/pt_mz/cfo-agenda.html	(from https://www.ey.com/pt_mz)
11:36:27	81563/81563	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:36:27%20GMT	https://www.ey.com/pt_mz/coo	Copy/www.ey.com/pt_mz/coo.html	(from https://www.ey.com/pt_mz)
11:36:28	99512/99512	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:36:28%20GMT	https://www.ey.com/pt_mz/cio	Copy/www.ey.com/pt_mz/cio.html	(from https://www.ey.com/pt_mz)
11:36:29	104016/104016	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:36:29%20GMT	https://www.ey.com/pt_mz/services	Copy/www.ey.com/pt_mz/services.html	(from https://www.ey.com/pt_mz)
11:36:30	72149/72149	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:36:30%20GMT	https://www.ey.com/pt_mz/consulting/risk-consulting-services	Copy/www.ey.com/pt_mz/consulting/risk-consulting-services.html	(from https://www.ey.com/pt_mz)
11:36:31	117825/117825	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:36:31%20GMT	https://www.ey.com/pt_mz/consulting	Copy/www.ey.com/pt_mz/consulting.html	(from https://www.ey.com/pt_mz)
11:36:32	72720/72720	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:36:32%20GMT	https://www.ey.com/pt_mz/workforce/learning-development-advisory	Copy/www.ey.com/pt_mz/workforce/learning-development-advisory.html	(from https://www.ey.com/pt_mz)
11:36:33	73296/73296	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:36:33%20GMT	https://www.ey.com/pt_mz/workforce/workforce-analytics	Copy/www.ey.com/pt_mz/workforce/workforce-analytics.html	(from https://www.ey.com/pt_mz)
11:36:34	85000/85000	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:36:34%20GMT	https://www.ey.com/pt_mz/workforce	Copy/www.ey.com/pt_mz/workforce.html	(from https://www.ey.com/pt_mz)
11:36:35	85360/85360	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:36:35%20GMT	https://www.ey.com/pt_mz/strategy-transactions/corporate-finance	Copy/www.ey.com/pt_mz/strategy-transactions/corporate-finance.html	(from https://www.ey.com/pt_mz)
11:36:36	79125/79125	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:36:36%20GMT	https://www.ey.com/pt_mz/strategy-transactions	Copy/www.ey.com/pt_mz/strategy-transactions.html	(from https://www.ey.com/pt_mz)
11:36:37	88452/88452	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:36:37%20GMT	https://www.ey.com/pt_mz/audit	Copy/www.ey.com/pt_mz/audit.html	(from https://www.ey.com/pt_mz)
11:36:38	85417/85417	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:36:38%20GMT	https://www.ey.com/pt_mz/financial-accounting-advisory-services	Copy/www.ey.com/pt_mz/financial-accounting-advisory-services.html	(from https://www.ey.com/pt_mz)
11:36:39	79249/79249	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:36:39%20GMT	https://www.ey.com/pt_mz/private-client-audit-experience	Copy/www.ey.com/pt_mz/private-client-audit-experience.html	(from https://www.ey.com/pt_mz)
11:36:40	91961/91961	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:36:40%20GMT	https://www.ey.com/pt_mz/assurance	Copy/www.ey.com/pt_mz/assurance.html	(from https://www.ey.com/pt_mz)
11:36:41	72908/72908	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:36:41%20GMT	https://www.ey.com/pt_mz/tax-compliance	Copy/www.ey.com/pt_mz/tax-compliance.html	(from https://www.ey.com/pt_mz)
11:36:42	88310/88310	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:36:42%20GMT	https://www.ey.com/pt_mz/tax	Copy/www.ey.com/pt_mz/tax.html	(from https://www.ey.com/pt_mz)
11:36:43	80582/80582	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:36:43%20GMT	https://www.ey.com/pt_mz/audit/technology	Copy/www.ey.com/pt_mz/audit/technology.html	(from https://www.ey.com/pt_mz)
11:36:44	113625/113625	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:36:44%20GMT	https://www.ey.com/en_mz/tax/managed-services	Copy/www.ey.com/en_mz/tax/managed-services.html	(from https://www.ey.com/pt_mz)
11:36:45	121057/121057	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:36:45%20GMT	https://www.ey.com/en_mz/assurance/financial-accounting-expanded-corporate-reporting-managed-services	Copy/www.ey.com/en_mz/assurance/financial-accounting-expanded-corporate-reporting-managed-services.html	(from https://www.ey.com/pt_mz)
11:36:46	116602/116602	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:36:46%20GMT	https://www.ey.com/en_mz/risk/managed-services	Copy/www.ey.com/en_mz/risk/managed-services.html	(from https://www.ey.com/pt_mz)
11:36:47	120128/120128	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:36:47%20GMT	https://www.ey.com/en_mz/law/managed-services	Copy/www.ey.com/en_mz/law/managed-services.html	(from https://www.ey.com/pt_mz)
11:36:48	133281/133281	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:36:48%20GMT	https://www.ey.com/en_mz/managed-services	Copy/www.ey.com/en_mz/managed-services.html	(from https://www.ey.com/pt_mz)
11:36:49	77365/77365	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:36:49%20GMT	https://www.ey.com/pt_mz/entrepreneurship	Copy/www.ey.com/pt_mz/entrepreneurship.html	(from https://www.ey.com/pt_mz)
11:36:50	169896/169896	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:36:50%20GMT	https://www.ey.com/en_gl/private-business	Copy/www.ey.com/en_gl/private-business.html	(from https://www.ey.com/pt_mz)
11:36:51	83141/83141	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:36:51%20GMT	https://www.ey.com/pt_mz/climate-change-sustainability-services	Copy/www.ey.com/pt_mz/climate-change-sustainability-services.html	(from https://www.ey.com/pt_mz)
11:36:52	96639/96639	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:36:52%20GMT	https://www.ey.com/pt_mz/ai/platform	Copy/www.ey.com/pt_mz/ai/platform.html	(from https://www.ey.com/pt_mz)
11:36:53	77496/77496	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:36:53%20GMT	https://www.ey.com/pt_mz/realize-your-ambition/strategy-transaction-transformation-consulting	Copy/www.ey.com/pt_mz/realize-your-ambition/strategy-transaction-transformation-consulting.html	(from https://www.ey.com/pt_mz)
11:36:54	102975/102975	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:36:54%20GMT	https://www.ey.com/pt_mz/industry-reimagined	Copy/www.ey.com/pt_mz/industry-reimagined.html	(from https://www.ey.com/pt_mz)
11:36:55	82043/82043	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:36:55%20GMT	https://www.ey.com/pt_mz/energy-resources	Copy/www.ey.com/pt_mz/energy-resources.html	(from https://www.ey.com/pt_mz)
11:36:56	83287/83287	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:36:56%20GMT	https://www.ey.com/pt_mz/financial-services	Copy/www.ey.com/pt_mz/financial-services.html	(from https://www.ey.com/pt_mz)
11:36:57	90600/90600	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:36:57%20GMT	https://www.ey.com/pt_mz/government-public-sector	Copy/www.ey.com/pt_mz/government-public-sector.html	(from https://www.ey.com/pt_mz)
11:36:58	75546/75546	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:36:58%20GMT	https://www.ey.com/pt_mz/private-equity	Copy/www.ey.com/pt_mz/private-equity.html	(from https://www.ey.com/pt_mz)
11:36:59	130367/130367	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:36:59%20GMT	https://www.ey.com/en_mz/blockchain/how-blockchain-is-reducing-fluidity-of-risk-in-marine-insurance	Copy/www.ey.com/en_mz/blockchain/how-blockchain-is-reducing-fluidity-of-risk-in-marine-insurance.html	(from https://www.ey.com/pt_mz)
11:37:00	111511/111511	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:00%20GMT	https://www.ey.com/en_mz/people/shaun-crawford	Copy/www.ey.com/en_mz/people/shaun-crawford.html	(from https://www.ey.com/pt_mz)
11:37:01	143195/143195	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:01%20GMT	https://www.ey.com/en_mz/banking-capital-markets/how-the-right-conversations-can-empower-transformation-strategies	Copy/www.ey.com/en_mz/banking-capital-markets/how-the-right-conversations-can-empower-transformation-strategies.html	(from https://www.ey.com/pt_mz)
11:37:02	109924/109924	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:02%20GMT	https://www.ey.com/en_mz/people/janine-donelly	Copy/www.ey.com/en_mz/people/janine-donelly.html	(from https://www.ey.com/pt_mz)
11:37:03	119349/119349	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:03%20GMT	https://www.ey.com/pt_mz/careers	Copy/www.ey.com/pt_mz/careers.html	(from https://www.ey.com/pt_mz)
11:37:04	97211/97211	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:04%20GMT	https://www.ey.com/pt_mz/careers/what-you-can-do-here	Copy/www.ey.com/pt_mz/careers/what-you-can-do-here.html	(from https://www.ey.com/pt_mz)
11:37:05	105867/105867	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:05%20GMT	https://www.ey.com/pt_mz/careers/what-its-like-to-work-here	Copy/www.ey.com/pt_mz/careers/what-its-like-to-work-here.html	(from https://www.ey.com/pt_mz)
11:37:07	89068/89068	---MCZ	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:06%20GMT	https://www.ey.com/pt_mz/careers/how-to-join-us	Copy/www.ey.com/pt_mz/careers/how-to-join-us.html	(from https://www.ey.com/pt_mz)
11:37:07	74392/74392	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:07%20GMT	https://www.ey.com/pt_mz/alumni	Copy/www.ey.com/pt_mz/alumni.html	(from https://www.ey.com/pt_mz)
11:37:08	79326/79326	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:08%20GMT	https://www.ey.com/pt_mz/careers/job-search	Copy/www.ey.com/pt_mz/careers/job-search.html	(from https://www.ey.com/pt_mz)
11:37:09	112101/112101	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:09%20GMT	https://www.ey.com/pt_mz/about-us	Copy/www.ey.com/pt_mz/about-us.html	(from https://www.ey.com/pt_mz)
11:37:10	68476/68476	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:10%20GMT	https://www.ey.com/pt_mz/newsroom	Copy/www.ey.com/pt_mz/newsroom.html	(from https://www.ey.com/pt_mz)
11:37:11	67881/67881	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:11%20GMT	https://www.ey.com/pt_mz/locations	Copy/www.ey.com/pt_mz/locations.html	(from https://www.ey.com/pt_mz)
11:37:12	66563/66563	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:12%20GMT	https://www.ey.com/pt_mz/connect-with-us	Copy/www.ey.com/pt_mz/connect-with-us.html	(from https://www.ey.com/pt_mz)
11:37:13	94192/94192	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:13%20GMT	https://www.ey.com/pt_mz/consulting/os-desafios-e-oportunidades-de-mocambique-na-senda-da-transformacao-digital	Copy/www.ey.com/pt_mz/consulting/os-desafios-e-oportunidades-de-mocambique-na-senda-da-transformacao-digital.html	(from https://www.ey.com/pt_mz)
11:37:14	94846/94846	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:14%20GMT	https://www.ey.com/pt_mz/assurance/a-relevancia-da-funcao-financeira-e-as-ferramentas-que-precisa-de-ter-para-a-apoiar	Copy/www.ey.com/pt_mz/assurance/a-relevancia-da-funcao-financeira-e-as-ferramentas-que-precisa-de-ter-para-a-apoiar.html	(from https://www.ey.com/pt_mz)
11:37:15	93686/93686	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:15%20GMT	https://www.ey.com/pt_mz/wealth-asset-management/where-can-wealth-managers-find-opportunity-when-assets-are-in-flux	Copy/www.ey.com/pt_mz/wealth-asset-management/where-can-wealth-managers-find-opportunity-when-assets-are-in-flux.html	(from https://www.ey.com/pt_mz)
11:37:16	131761/131761	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:16%20GMT	https://www.ey.com/pt_mz/assurance/how-good-governance-can-keep-corporates-clean-from-greenwashing	Copy/www.ey.com/pt_mz/assurance/how-good-governance-can-keep-corporates-clean-from-greenwashing.html	(from https://www.ey.com/pt_mz)
11:37:17	78079/78079	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:17%20GMT	https://www.ey.com/pt_mz/diversity-inclusiveness/be-like-a-woman	Copy/www.ey.com/pt_mz/diversity-inclusiveness/be-like-a-woman.html	(from https://www.ey.com/pt_mz)
11:37:18	62672/62672	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Oct%202023%2011:37:18%20GMT	https://www.ey.com/pt_mz/news/2023/06/doris-hsu-from-taiwan-named-ey-world-entrepreneur-of-the-year-2023	Copy/www.ey.com/pt_mz/news/2023/06/doris-hsu-from-taiwan-named-ey-world-entrepreneur-of-the-year-2023	(from https://www.ey.com/pt_mz)
11:37:19	78509/78509	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:19%20GMT	https://www.ey.com/pt_mz/realize-your-ambition	Copy/www.ey.com/pt_mz/realize-your-ambition.html	(from https://www.ey.com/pt_mz)
11:37:20	104049/104049	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Oct%202023%2011:37:20%20GMT	https://www.ey.com/visualisation/7671763?38626	Copy/www.ey.com/visualisation/767176309c6	(from https://www.ey.com/pt_mz)
11:37:21	62672/62672	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Oct%202023%2011:37:21%20GMT	https://www.ey.com/pt_mz/case-studies	Copy/www.ey.com/pt_mz/case-studies	(from https://www.ey.com/pt_mz)
11:37:22	74122/74122	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:22%20GMT	https://www.ey.com/pt_mz/ey-attractiveness-africa	Copy/www.ey.com/pt_mz/ey-attractiveness-africa.html	(from https://www.ey.com/pt_mz)
11:37:23	87316/87316	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:23%20GMT	https://www.ey.com/pt_mz/workforce/esta-preparado-para-o-trabalho-do-futuro	Copy/www.ey.com/pt_mz/workforce/esta-preparado-para-o-trabalho-do-futuro.html	(from https://www.ey.com/pt_mz)
11:37:24	69351/69351	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:24%20GMT	https://www.ey.com/pt_mz/webcasts	Copy/www.ey.com/pt_mz/webcasts.html	(from https://www.ey.com/pt_mz)
11:37:25	78665/78665	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:25%20GMT	https://www.ey.com/pt_mz/diversity-inclusiveness	Copy/www.ey.com/pt_mz/diversity-inclusiveness.html	(from https://www.ey.com/pt_mz)
11:37:26	133687/133687	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:26%20GMT	https://www.ey.com/pt_mz/covid-19	Copy/www.ey.com/pt_mz/covid-19.html	(from https://www.ey.com/pt_mz)
11:37:27	71760/71760	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:27%20GMT	https://www.ey.com/pt_mz/telecommunications	Copy/www.ey.com/pt_mz/telecommunications.html	(from https://www.ey.com/pt_mz)
11:37:28	73919/73919	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:28%20GMT	https://www.ey.com/pt_mz/sitemap	Copy/www.ey.com/pt_mz/sitemap.html	(from https://www.ey.com/pt_mz)
11:37:29	64055/64055	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:29%20GMT	https://www.ey.com/pt_mz/legal-and-privacy	Copy/www.ey.com/pt_mz/legal-and-privacy.html	(from https://www.ey.com/pt_mz)
11:37:30	102798/102798	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:30%20GMT	https://www.ey.com/pt_mz/cookie-policy	Copy/www.ey.com/pt_mz/cookie-policy.html	(from https://www.ey.com/pt_mz)
11:37:31	104252/104252	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:31%20GMT	https://www.ey.com/pt_mz/cookie-settings	Copy/www.ey.com/pt_mz/cookie-settings.html	(from https://www.ey.com/pt_mz)
11:37:32	83187/83187	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:32%20GMT	https://www.ey.com/pt_mz/search	Copy/www.ey.com/pt_mz/search.html	(from https://www.ey.com/pt_mz/search?q=)
11:37:33	185062/185062	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:33%20GMT	https://www.ey.com/en_mz	Copy/www.ey.com/en_mz.html	(from https://www.ey.com/en_mz/transformation-realized/what-to-do-in-2022)
11:37:34	121166/121166	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:34%20GMT	https://www.ey.com/en_mz/search?q=	Copy/www.ey.com/en_mz/search03d2.html	(from https://www.ey.com/en_mz/transformation-realized/what-to-do-in-2022)
11:37:35	144542/144542	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:35%20GMT	https://www.ey.com/en_mz/consulting/how-to-build-a-supply-chain-thats-resilient-to-global-disruption	Copy/www.ey.com/en_mz/consulting/how-to-build-a-supply-chain-thats-resilient-to-global-disruption.html	(from https://www.ey.com/en_mz/transformation-realized/what-to-do-in-2022)
11:37:37	234656/234656	---MCZ	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:36%20GMT	https://www.ey.com/en_mz/consulting/six-habits-of-digital-transformation-leaders	Copy/www.ey.com/en_mz/consulting/six-habits-of-digital-transformation-leaders.html	(from https://www.ey.com/en_mz/transformation-realized/what-to-do-in-2022)
11:37:37	153482/153482	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:37%20GMT	https://www.ey.com/en_mz/insights	Copy/www.ey.com/en_mz/insights.html	(from https://www.ey.com/en_mz/transformation-realized/what-to-do-in-2022)
11:37:38	133921/133921	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:38%20GMT	https://www.ey.com/en_mz/technology	Copy/www.ey.com/en_mz/technology.html	(from https://www.ey.com/en_mz/transformation-realized/what-to-do-in-2022)
11:37:39	169657/169657	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:39%20GMT	https://www.ey.com/en_mz/transformation-realized	Copy/www.ey.com/en_mz/transformation-realized.html	(from https://www.ey.com/en_mz/transformation-realized/what-to-do-in-2022)
11:37:40	134887/134887	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:40%20GMT	https://www.ey.com/en_mz/long-term-value	Copy/www.ey.com/en_mz/long-term-value.html	(from https://www.ey.com/en_mz/transformation-realized/what-to-do-in-2022)
11:37:41	142257/142257	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:41%20GMT	https://www.ey.com/en_mz/sustainability	Copy/www.ey.com/en_mz/sustainability.html	(from https://www.ey.com/en_mz/transformation-realized/what-to-do-in-2022)
11:37:42	152612/152612	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:42%20GMT	https://www.ey.com/en_mz/trust	Copy/www.ey.com/en_mz/trust.html	(from https://www.ey.com/en_mz/transformation-realized/what-to-do-in-2022)
11:37:43	134779/134779	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:43%20GMT	https://www.ey.com/en_mz/purpose	Copy/www.ey.com/en_mz/purpose.html	(from https://www.ey.com/en_mz/transformation-realized/what-to-do-in-2022)
11:37:44	212476/212476	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:44%20GMT	https://www.ey.com/en_mz/ceo	Copy/www.ey.com/en_mz/ceo.html	(from https://www.ey.com/en_mz/transformation-realized/what-to-do-in-2022)
11:37:45	157229/157229	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:45%20GMT	https://www.ey.com/en_mz/cfo-agenda	Copy/www.ey.com/en_mz/cfo-agenda.html	(from https://www.ey.com/en_mz/transformation-realized/what-to-do-in-2022)
11:37:46	136599/136599	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:46%20GMT	https://www.ey.com/en_mz/coo	Copy/www.ey.com/en_mz/coo.html	(from https://www.ey.com/en_mz/transformation-realized/what-to-do-in-2022)
11:37:47	290823/290823	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:47%20GMT	https://www.ey.com/en_mz/cio	Copy/www.ey.com/en_mz/cio.html	(from https://www.ey.com/en_mz/transformation-realized/what-to-do-in-2022)
11:37:49	136391/136391	---MCZ	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:48%20GMT	https://www.ey.com/en_mz/board-matters	Copy/www.ey.com/en_mz/board-matters.html	(from https://www.ey.com/en_mz/transformation-realized/what-to-do-in-2022)
11:37:49	177447/177447	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:49%20GMT	https://www.ey.com/en_mz/services	Copy/www.ey.com/en_mz/services.html	(from https://www.ey.com/en_mz/transformation-realized/what-to-do-in-2022)
11:37:50	134824/134824	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:50%20GMT	https://www.ey.com/en_mz/strategy-transactions/strategy-services	Copy/www.ey.com/en_mz/strategy-transactions/strategy-services.html	(from https://www.ey.com/en_mz/transformation-realized/what-to-do-in-2022)
11:37:51	131626/131626	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:51%20GMT	https://www.ey.com/en_mz/strategy-transactions/growth-strategy	Copy/www.ey.com/en_mz/strategy-transactions/growth-strategy.html	(from https://www.ey.com/en_mz/transformation-realized/what-to-do-in-2022)
11:37:52	132793/132793	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:52%20GMT	https://www.ey.com/en_mz/strategy-transactions/transaction-strategy	Copy/www.ey.com/en_mz/strategy-transactions/transaction-strategy.html	(from https://www.ey.com/en_mz/transformation-realized/what-to-do-in-2022)
11:37:53	162063/162063	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:53%20GMT	https://www.ey.com/en_mz/strategy-transactions/restructuring-turnaround-strategy	Copy/www.ey.com/en_mz/strategy-transactions/restructuring-turnaround-strategy.html	(from https://www.ey.com/en_mz/transformation-realized/what-to-do-in-2022)
11:37:54	138831/138831	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Oct%202023%2011:37:54%20GMT	https://www.ey.com/en_mz/strategy-transactions/industry-strategy	Copy/www.ey.com/en_mz/strategy-transactions/industry-strategy.html	(from https://www.ey.com/en_mz/transformation-realized/what-to-do-in-2022)
